Trade Value,Trade Volume,Counterparty ID,Counterparty Risk Score,Counterparty Failures,Market Volatility,Liquidity,Manual Intervention,Counterparty Failure Rate,Client ID,Trade Type_Sell,Instrument Type_Derivative,Instrument Type_Equity,Settlement Status_Success,Currency_GBP,Currency_INR,Currency_JPY,Currency_USD,Settlement Type_FoP,ISIN_INE0000014,ISIN_INE000002E,ISIN_INE0000032,ISIN_INE000004J,ISIN_INE0000051,ISIN_INE000006Z,ISIN_INE0000071,ISIN_INE000008Y,ISIN_INE000009S,ISIN_INE0000107,ISIN_INE000011Z,ISIN_INE0000124,ISIN_INE000013O,ISIN_INE000014L,ISIN_INE000015P,ISIN_INE000016P,ISIN_INE000017R,ISIN_INE0000189,ISIN_INE000019P,ISIN_INE000020B,ISIN_INE000021E,ISIN_INE000022Z,ISIN_INE000023Y,ISIN_INE000024W,ISIN_INE0000251,ISIN_INE0000260,ISIN_INE0000272,ISIN_INE000028Z,ISIN_INE000029O,ISIN_INE000030B,ISIN_INE000031V,ISIN_INE000032R,ISIN_INE0000330,ISIN_INE000034S,ISIN_INE000035W,ISIN_INE0000367,ISIN_INE000037F,ISIN_INE000038N,ISIN_INE000039A,ISIN_INE0000402,ISIN_INE0000419,ISIN_INE000042K,ISIN_INE0000432,ISIN_INE0000440,ISIN_INE000045U,ISIN_INE000046I,ISIN_INE0000472,ISIN_INE0000487,ISIN_INE000049P,Trade Matched or Not_Not Matched
897320.4421828223,87388,37,0.7957789515382737,0,0.2979507441808623,0.0282297587045894,0,0.0,17,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248972.8533840807,64403,27,0.7850003988642136,9,0.1679157564394928,0.0466464085601541,1,0.09,19,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428756.61787664704,1219,3,0.6268839130453578,9,0.4115289902777201,0.0793393448631851,1,0.09,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166673.83493031224,87820,24,0.7858609257173637,6,0.4068008882879117,0.0702455369563469,0,0.06,43,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198985.0335499257,8676,25,0.3385906728657937,0,0.1234787759995412,0.0684616550680507,0,0.0,22,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580100.4743981877,63448,10,0.2154923503961088,2,0.5307468284914485,0.0550200215828686,0,0.02,25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6108180.01321834,86604,36,0.9712039091461504,2,0.1850461118681626,0.0269846444888725,0,0.02,25,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859378.0341041285,23832,42,0.4348414251877188,9,0.2280593151088738,0.0500808249190232,0,0.09,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189413.0980620444,24385,18,0.8297244985304884,0,0.4374888557241039,0.0522775362582805,0,0.0,12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961062.8745450652,62812,45,0.4355269602543046,2,0.6344683990578223,0.0282604403946738,1,0.02,11,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790869.7211189097,40528,17,0.6775908331783035,0,0.1123756728400886,0.0641375051787218,0,0.0,33,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78679.2158095846,94101,14,0.9203805374212664,7,0.5936479566992222,0.0561830260712064,0,0.07,33,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322584.047978414,77278,19,0.1397604323852656,4,0.5524874856358852,0.039442410754756,0,0.04,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383637.26477037865,58466,18,0.8297244985304884,0,0.1970152896075844,0.028659421005399,0,0.0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497863.43918539066,16666,23,0.5289328616701832,1,0.323827363603395,0.0228125078523927,0,0.01,28,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428688.1201302906,41590,8,0.743202127706376,7,0.6435831115374822,0.0892611458393303,1,0.07,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512864.4962849739,35235,16,0.9394933351650764,3,0.1878315358129779,0.0945211889286328,0,0.03,6,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173660.0621697172,28895,25,0.3385906728657937,0,0.1668164553825157,0.0837038624214407,0,0.0,33,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319614.2253269171,64764,43,0.8245498860771632,8,0.5411278098205432,0.0634623925451042,0,0.08,31,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339155.05226223613,36944,32,0.2776649172921819,3,0.3825491364260778,0.0965498586564782,1,0.03,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1411215.8665020613,37690,49,0.6546585821204131,0,0.2704728481924281,0.0520569308985409,0,0.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220246.0940737173,43690,19,0.1397604323852656,4,0.2031190743753634,0.0140245772841761,0,0.04,35,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346456.9090948377,39325,18,0.8297244985304884,0,0.5333334551291135,0.0436220084141286,0,0.0,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309898.02981584973,65181,32,0.2776649172921819,3,0.3637021266127159,0.0261161856527511,1,0.03,45,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163798.212076722,28041,46,0.3195188366238806,5,0.2436425518430633,0.0722389814050604,0,0.05,35,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860411.1573667016,68473,49,0.6546585821204131,0,0.6660306899783421,0.0366372357484975,1,0.0,31,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173911.58360845566,25928,40,0.5007996680673624,7,0.4366393260313048,0.0522518787233675,0,0.07,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658320.1601516117,13515,15,0.9353923438804967,9,0.3119367833368696,0.0940948027335451,0,0.09,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160874.39240659843,56059,49,0.6546585821204131,0,0.5317947722003995,0.0993263827630784,0,0.0,31,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
574108.2268400431,44399,21,0.935958727055864,2,0.3978561915122368,0.0581474144957999,1,0.02,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734153.276690637,89234,11,0.137820328184938,0,0.1056512270217327,0.0347839996238122,1,0.0,37,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62547.414425990486,90949,29,0.1920403943911035,7,0.60437825545441,0.0495508661536195,0,0.07,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161423.44724807414,6140,32,0.2776649172921819,3,0.1398082596268918,0.0887805186069438,0,0.03,33,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517023.1942107019,52602,6,0.9815946822364658,9,0.6936121020156849,0.0314307768109946,0,0.09,22,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297745.40816889063,61895,19,0.1397604323852656,4,0.3098415633747739,0.0156304233507619,1,0.04,43,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
547951.632996141,79635,16,0.9394933351650764,3,0.4149033897229971,0.083615103738912,0,0.03,36,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407040.7267423824,75795,12,0.5831906535030135,8,0.6997255757885222,0.0576914623816799,0,0.08,25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82389.40293320667,19386,15,0.9353923438804967,9,0.2615224770631102,0.090722867108582,0,0.09,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824045.4738014608,70611,11,0.137820328184938,0,0.3776018023186981,0.0716799963822,1,0.0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
116444.6599128356,90545,39,0.0435392427721895,1,0.5529364586383866,0.0131938407981378,0,0.01,18,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543355.4956830752,87469,10,0.2154923503961088,2,0.3801911431030962,0.0808562018091733,0,0.02,33,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280828.1791385876,20732,37,0.7957789515382737,0,0.300293199485448,0.0271732258982362,0,0.0,45,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4882023.425367489,38888,49,0.6546585821204131,0,0.1723781016036721,0.021408422865778,0,0.0,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392037.6375364856,78620,24,0.7858609257173637,6,0.4078327624219799,0.0606146049078512,0,0.06,24,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
628442.3596132454,61259,36,0.9712039091461504,2,0.4310471397551573,0.0496617375921777,1,0.02,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769863.8235690875,11826,1,0.3219901641477122,1,0.2396937993353084,0.0371559691487024,0,0.01,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620091.0062376921,72587,46,0.3195188366238806,5,0.3003367111920831,0.062977956722485,0,0.05,16,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
430765.3831202124,87863,17,0.6775908331783035,0,0.2791729224652753,0.076890655980197,1,0.0,13,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164296.00883450234,96905,14,0.9203805374212664,7,0.356421647854982,0.0544019120640803,0,0.07,35,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395612.5956826209,76686,38,0.5213299251693498,1,0.5789429760229897,0.0809299969317224,0,0.01,34,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68467.48582134568,43746,25,0.3385906728657937,0,0.2995458160055229,0.0476734736172791,0,0.0,16,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720397.1997252224,73949,37,0.7957789515382737,0,0.2634708980708825,0.0548960571972568,0,0.0,46,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206937.609053672,92273,35,0.743150447472931,9,0.6039108645123016,0.0589968003513181,1,0.09,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527914.9838192551,86576,22,0.4771982757645316,1,0.5866514230882184,0.0383912826284153,0,0.01,33,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621261.9014586656,87098,47,0.1125702605334206,4,0.5759776595695857,0.0427105744065108,0,0.04,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93722.40575259626,26821,7,0.1239867826904168,8,0.5456595424752099,0.0560374465446879,0,0.08,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195641.7066846928,20193,11,0.137820328184938,0,0.6332298535209687,0.0895018334881792,1,0.0,43,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082557.319119352,56969,10,0.2154923503961088,2,0.5279355773771748,0.0595308483409029,0,0.02,38,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104059.75982537302,40643,14,0.9203805374212664,7,0.2016397734985432,0.0197791729068234,0,0.07,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213633.84877347448,48146,35,0.743150447472931,9,0.1197859760293024,0.0757871016486291,0,0.09,48,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
780640.7707167882,51415,46,0.3195188366238806,5,0.2091183528972853,0.0564705036859619,0,0.05,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
993624.1872942208,40654,49,0.6546585821204131,0,0.3187829418401486,0.0459507993232403,0,0.0,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396700.0784115956,37500,36,0.9712039091461504,2,0.1317617024002941,0.0722240441818088,0,0.02,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500167.3736779628,50192,6,0.9815946822364658,9,0.5542000896274691,0.0250118600075581,1,0.09,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499004.1873976074,96916,5,0.9406873501792972,3,0.4847860417141792,0.0806791426863668,0,0.03,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128879.16233930268,89876,42,0.4348414251877188,9,0.5307988754210978,0.0744724145620873,1,0.09,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411130.51498542127,35049,7,0.1239867826904168,8,0.1574734597316748,0.0266841382619723,1,0.08,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563483.7613904056,79897,15,0.9353923438804967,9,0.2972620074485836,0.0861748413952264,0,0.09,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404980.7952229861,95633,21,0.935958727055864,2,0.3756463164831057,0.0273491586293932,1,0.02,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64501.12743411616,50541,18,0.8297244985304884,0,0.4615555586154218,0.0709701843368703,1,0.0,22,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2054711.5580626605,97575,1,0.3219901641477122,1,0.5816627157830632,0.0431095485017842,0,0.01,23,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148245.84858267696,56315,4,0.4082816529384966,0,0.6861624932488113,0.0780094758067259,0,0.0,28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475502.8993739879,69045,11,0.137820328184938,0,0.1493222054605039,0.0152199588221878,0,0.0,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610351.7580172747,67655,10,0.2154923503961088,2,0.484986508976957,0.0324842039482419,0,0.02,24,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280738.3706904149,61128,45,0.4355269602543046,2,0.1809134396891496,0.0523445054918951,0,0.02,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564959.1965669697,45016,19,0.1397604323852656,4,0.2799221243761445,0.0743204303877997,1,0.04,28,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203766.60771207392,50735,42,0.4348414251877188,9,0.5632285656805777,0.065388812232923,0,0.09,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787052.123335802,14361,30,0.4733665008272618,1,0.6964591391774264,0.0958630991670977,1,0.01,26,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340950.38485419896,65057,41,0.9143115469951152,6,0.4158880370228414,0.0603120016032034,0,0.06,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
